119772;1
117631;1
117261;1
118634;1
117317;1
118497;1
121040;1
117993;1
118329;1
118399;1
121056;1
117984;1
117295;1
120977;1
118422;1
118131;1
118555;1
117682;1
117638;1
119768;1
121044;1
121048;1
121052;1
116104;1
117071;1
118073;1
121046;1
118579;1
118303;1
117772;1
119775;1
118519;1
118115;1
117677;1
120951;1
118425;1
120928;1
117315;1
118638;1
117590;1
118548;1
120934;1
118567;1
120838;1
120833;1
121039;1
118394;1
118384;1
118424;1
117593;1
118163;1
117786;1
119730;1
118086;1
118125;1
118236;1
117924;1
117276;1
121059;1
121058;1
118459;1
120910;1
119773;1
117279;1
118592;1
120782;1
121045;1
117880;1

