116544;1
115549;1
118365;1
116842;1
114449;1
117141;1
115639;1
114273;1
114279;1
116958;1
115167;1
114693;1
116849;1
114244;1
116361;1
118150;1
120850;1
118544;1
115083;1
116883;1
115484;1
120878;1
115112;1
115198;1
115232;1
118207;1
117245;1
115652;1
116894;1
115755;1
118501;1
115483;1
114805;1
115386;1
115266;1
115946;1
117428;1
117412;1
118455;1
118575;1
118340;1
118175;1
118472;1
115146;1
116955;1
114703;1
114373;1
118228;1
114875;1
114144;1
118075;1
119751;1
118273;1
118490;1
116873;1
116748;1
113770;1
113959;1
113667;1
113881;1
116023;1
117818;1
114894;1
117779;1
116176;1
117866;1
117643;1
115597;1
118008;1
118546;1
116914;1
114056;1
116128;1
117858;1
117892;1
115381;1
117394;1
115485;1
119731;1
120844;1
118345;1
120911;1
116693;1
117236;1
117922;1
114843;1
117355;1
118674;1
114761;1
113903;1
115084;1
118505;1
115649;1
116366;1
118124;1
117172;1
113998;1
117398;1
114098;1
117138;1
117258;1
116956;1
117776;1
115314;1
117237;1
117268;1
117368;1
117980;1
115525;1
117562;1
116779;1
115850;1
116808;1
119692;1
115808;1
113761;1
114742;1
115924;1
113756;1
116949;1
115760;1
117125;1
118400;1
116533;1
116609;1
118074;1
116531;1
117908;1
115306;1
118443;1
115368;1
116780;1
116393;1
114226;1
115527;1
117249;1
114991;1
118211;1
116396;1
114088;1
120900;1
115900;1
114246;1
117755;1
114420;1
114837;1
117091;1
114016;1
118277;1
118574;1
116991;1
114860;1
118502;1
116385;1
116242;1
116608;1
116990;1
115304;1
114851;1
115222;1
118530;1
118122;1
115214;1
114019;1
116514;1
117684;1
117492;1
117992;1
114785;1
117872;1
115989;1
114423;1
117361;1
116140;1
113993;1
117794;1
113889;1
116123;1
116696;1
117605;1
116550;1
115881;1
117341;1
118387;1
117343;1
115593;1
115681;1
117334;1
118112;1
114479;1
117332;1
118281;1
118538;1
116856;1
116035;1
114781;1
114409;1
115132;1
120921;1
116188;1
115513;1
115391;1
115784;1
115631;1
115705;1
120888;1
118668;1
116754;1
117537;1
117199;1
115091;1
114075;1
117327;1
118234;1
117176;1
118080;1
118526;1
118310;1
114268;1
118563;1
115765;1
118102;1
117548;1
114488;1
117115;1
118586;1
117037;1
114346;1
116350;1
113686;1
115324;1
118103;1
115830;1
118017;1
118107;1
117374;1
114840;1
118522;1
117666;1
120919;1
117346;1
117876;1
116782;1
115710;1
114947;1
117288;1
117686;1
115217;1
117282;1
118381;1
116588;1
114546;1
116963;1
114964;1
116324;1
114399;1
118293;1
114792;1
115372;1
119749;1
116228;1
116803;1
114569;1
119679;1
118366;1
116697;1
116354;1
113969;1
117856;1
115444;1
114329;1
115824;1
114122;1
114173;1
116785;1
114485;1
118218;1
114484;1
114029;1
114035;1
117065;1
116131;1
118679;1
114153;1
116362;1
114218;1
116942;1
117107;1
120858;1
115068;1
115902;1
118665;1
117345;1
114272;1
117888;1
114476;1
118570;1
114339;1
115434;1
115786;1
118007;1
119753;1
117527;1
117445;1
117759;1
115457;1
116157;1
118469;1
116181;1
118239;1
118120;1
117184;1
116069;1
115446;1
114179;1
116666;1
115066;1
116509;1
114478;1
116740;1
115898;1
114967;1
115388;1
118398;1
117571;1
114074;1
115363;1
114734;1
116580;1
115950;1
114267;1
115106;1
118670;1
117350;1
116664;1
118342;1
117477;1
115246;1
117803;1
117670;1
115045;1
114931;1
119733;1
117665;1
120880;1
114156;1
118517;1
118436;1
114643;1
114017;1
118187;1
118370;1
115616;1
114625;1
116987;1
120877;1
117272;1
115801;1
117753;1
115533;1
115024;1
116875;1
117633;1
116778;1
116421;1
114855;1
120834;1
116960;1
116931;1
116906;1
118583;1
118662;1
117634;1
115889;1
116279;1
116193;1
117038;1
117045;1
116654;1
116921;1

